gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Move,0.0,0.0,0.0,0.15863845283250697,-0.11190234301175113,-0.023260937417653837,0.2598233421334168,-0.3056760956622804,-0.016003040830519368,0.2829443602714316,-0.4974856067495987,-0.012471629663402652,0.2925556516974854,-0.6281086750877622,-0.01018728888414748,0.20054163115748466,-0.5279023912222139,0.039076574595204965,0.22775953424675421,-0.7258771500317971,0.018485903468317202,0.23892879364867328,-0.8413843969180792,-0.012009259624497814,0.24908061140910645,-0.9437611559931548,-0.03573822472372181,0.1217800474638702,-0.5473754006448485,0.027564472157848015,0.15788332297980165,-0.7572469281314244,0.009804545364096562,0.1755336253749075,-0.8891941102215053,-0.022081159492956904,0.18612435922352363,-1.0,-0.04691589061584052,0.04657507348329131,-0.5347797476550548,0.006899250973308577,0.08229199570726005,-0.739979212585877,-0.01838341935212209,0.10188159744698816,-0.8603488529174109,-0.04263220058367175,0.11645187064128452,-0.9588014811995098,-0.058392350476361626,-0.03543586192188666,-0.49412476834286745,-0.01776921198820826,-0.0025362386163463265,-0.6697564886177274,-0.043463185017048996,0.019365038073710785,-0.77038528362232,-0.054611632209099224,0.04115240080571736,-0.8577776282360645,-0.06087495390663649
Move,0.0,0.0,0.0,0.18294258864468382,-0.10855474703719917,-0.011119816214084612,0.2910587169787236,-0.28805403144179814,-0.003988828126814232,0.3202437707125499,-0.48436252347451225,-0.002240025370568728,0.32763464328106906,-0.6180815660820961,-0.0038928484438007947,0.23362984466411416,-0.5071047905001675,0.03993414843873715,0.26546933068416195,-0.7245443325746103,0.016683399316061276,0.2801865577675921,-0.8399327902254455,-0.016127709676003698,0.2898891538214459,-0.9389046985099104,-0.03969466040276835,0.15718661742944812,-0.5261683144207562,0.02402111521957071,0.19379714413957544,-0.7534546642737175,0.0064179816149956175,0.21569356560757622,-0.8887682740449421,-0.026537001715238998,0.22797384868227077,-1.0,-0.052627023499621055,0.08107560614017623,-0.5126214309549296,0.0009041306114786465,0.11683577796632158,-0.7309274574267564,-0.021350796780752572,0.14088150045405448,-0.8564233966049629,-0.047327936360705355,0.15888108351480482,-0.9541972115713476,-0.06502532951915545,-0.0039733235191892645,-0.4773317899874918,-0.024379505862084865,0.031037953265341943,-0.6567065476112017,-0.04497508153222279,0.0577193769914746,-0.7555823725577662,-0.05496435583939949,0.08482025478387492,-0.8404558720794307,-0.06116226770045396
Move,0.0,0.0,0.0,0.19188892751516082,-0.09539855504396587,-0.020474400299734935,0.3034194625094053,-0.2855028005899723,-0.014521817962093338,0.34350723399675115,-0.4908339486211301,-0.014381036432194705,0.3660028227746057,-0.6231668151971871,-0.016483212809570973,0.25386834702991296,-0.5276845235829137,0.04688186197533766,0.28966174779156373,-0.7452210177679924,0.021551739057184875,0.30319826457810617,-0.8528572464692392,-0.01581780551452248,0.31449510599577,-0.9498883867473539,-0.04439733026965554,0.17638135931316004,-0.549535878017307,0.03319877145490098,0.21060544041313994,-0.773071022969108,0.011884992746989606,0.22990968399541264,-0.895838097934921,-0.026217654237553678,0.24319489844208297,-1.0,-0.05717487439090831,0.09951202143137478,-0.537703270755994,0.009828411522655352,0.1331926484849007,-0.7543416346471545,-0.016025129365986032,0.15331424991716655,-0.8709425857056302,-0.043983999634603504,0.1698296210892405,-0.9675366099712656,-0.06413581257766514,0.01373891104110215,-0.5005933347357356,-0.017572799905376447,0.043690018702711185,-0.6746327563198184,-0.0400758511029715,0.06833811900800695,-0.7725858325318613,-0.052964292339304914,0.09716600802852156,-0.8622593627257958,-0.06284406714165558
Move,0.0,0.0,0.0,0.19664504859149032,-0.08918940742418545,-0.014342853891154703,0.3088127706826002,-0.2842674781079285,-0.003686585715480256,0.3476119605153042,-0.49385957862083085,0.00039916132780675953,0.3735878417202435,-0.6279933746285593,0.0016732361488005167,0.26633931366592456,-0.5208811421777658,0.05400199688904629,0.297214061659569,-0.7465741093058891,0.028907830561010973,0.3064186517582695,-0.8559344229862395,-0.008139582411435958,0.31294660228643134,-0.9503111193044597,-0.03576621018959467,0.1854287166499646,-0.5441668010887911,0.03898661820178185,0.2207876368365706,-0.7741880669498993,0.018237951486592074,0.24040240082597947,-0.900222250824003,-0.02009488402822031,0.250460641670334,-1.0,-0.05120844352279687,0.10518432879707842,-0.5335471722362389,0.014424092546827612,0.1421420760358981,-0.7555782371423598,-0.011396635316658712,0.16445998932491618,-0.8756626261343213,-0.040675430877562424,0.1823332608296927,-0.9729447138195124,-0.06196820275637906,0.01621646027484313,-0.49830740531951906,-0.013445619874601017,0.04846896478852262,-0.6733497412631708,-0.037028677490359076,0.07503424251399911,-0.7726358895269334,-0.05129301939429718,0.1068792653264172,-0.8640978270827514,-0.06226249704771966
Move,0.0,0.0,0.0,0.2043926650066451,-0.09309735381439971,-0.010336520018459434,0.3230933794956825,-0.2875182059716746,0.00011373699654411514,0.3669406590571402,-0.4827878011203021,0.0027840480844995613,0.3871875727804357,-0.612517829396286,0.0016942717620126613,0.2972866681111712,-0.5121811516872702,0.054281778400059114,0.33242231056616467,-0.7404341161080412,0.026878544274063557,0.33923311098005,-0.8522439837736562,-0.014512431791963433,0.34633995758409314,-0.9477881120363922,-0.04443068560319604,0.2123332881442867,-0.5378583790727594,0.03749745727085822,0.24928585857064342,-0.7681125037319586,0.01843312906976465,0.2685272194484387,-0.898720145779092,-0.022025288824054995,0.2800671308392842,-1.0,-0.055417034190150004,0.12642987606228054,-0.5304558725097263,0.011993037404314611,0.16077075133162852,-0.7547121168055747,-0.008773592599358448,0.18373769805451498,-0.8800910578601325,-0.03642863058784915,0.20457583513799846,-0.9774781846980618,-0.05793641406318037,0.03240933319892489,-0.4996535506424376,-0.01695129604493635,0.05908023682150288,-0.6792381049490503,-0.03446680557992175,0.08547759221945037,-0.7846707166866927,-0.044014826280367424,0.11752550960305864,-0.8753595329383733,-0.05201098825297359
Move,0.0,0.0,0.0,0.22647830724548554,-0.056358967313230215,-0.0237883384711754,0.37079396231126915,-0.2325012587189246,-0.019907666153350944,0.43605654774860786,-0.4307203439769317,-0.022256383374898003,0.4815568744527944,-0.5660920339602472,-0.028452455152561628,0.3692584420170676,-0.48796800613613533,0.04078683732211481,0.4383841425411321,-0.7146722563484347,0.007311451229594567,0.46761222241027206,-0.8296574776822924,-0.03860946348293442,0.49699754924080825,-0.9283098255673579,-0.0732393142490913,0.2814986049508266,-0.5334859580905525,0.024317376479050256,0.3488142135114319,-0.7652646877262217,-0.0024352395666324828,0.3898635274751107,-0.8958976274502017,-0.047104343029213756,0.4230642962757846,-1.0,-0.08463354082232008,0.18700156907197538,-0.5431966215580594,-0.0025367813473412427,0.25153217574370595,-0.7709288697988789,-0.03319568803860292,0.2947351678741379,-0.8966171835996835,-0.06383744436930612,0.33407334609854467,-0.9952900234925474,-0.08748901053205344,0.07966082223278793,-0.5290635067495153,-0.033943254798485215,0.12599335804124437,-0.7187561117678699,-0.06067780637283415,0.1693396880500591,-0.8268658928686327,-0.07304886067920305,0.21802031065883823,-0.9193669222469518,-0.08346426207941238
Move,0.0,0.0,0.0,0.2383318848510328,-0.02459364446385853,-0.03479040803921613,0.4039128640634922,-0.17922039545839005,-0.037524444936665693,0.49273377656411427,-0.3711775335352009,-0.04564245646215863,0.5573633905325897,-0.5061935226295202,-0.055876905958156614,0.42805450667899786,-0.45752207887155155,0.02856382890174886,0.5279452525784777,-0.6809700460658382,-0.012890740797590108,0.5725035681877153,-0.7986527950794533,-0.06390093631831607,0.6143658335371849,-0.9020852935689935,-0.1015139007576969,0.3451579440544078,-0.5215405260445837,0.01391115624408107,0.4443690245948637,-0.7501703319863796,-0.020055463327975816,0.49970899194388174,-0.8863135547240899,-0.06693533678463834,0.5436828529806906,-1.0,-0.10518076990892543,0.24931437703937015,-0.5452164227633806,-0.012330166855552086,0.3414687754618194,-0.7655938143801982,-0.0460857678323549,0.3972298205503893,-0.8889544071122347,-0.07621720388478934,0.4465123202647015,-0.9898492444153997,-0.09958899967882236,0.1347708130059043,-0.5443990952425974,-0.04474979645455728,0.20277448000667694,-0.7216221701253823,-0.07321943574089979,0.258179399068087,-0.8224284469879308,-0.0868779855864067,0.3156150012740955,-0.9127262904913243,-0.0980040629008906
Move,0.0,0.0,0.0,0.22743334050410824,0.010575255190987887,-0.0512286050633034,0.4093167901148914,-0.12688672381738747,-0.05413976528915795,0.5260415747874133,-0.31449219133395473,-0.059540389566876024,0.6238361056843565,-0.43944197716378525,-0.06571480488331971,0.45365727871341854,-0.4301574614557036,0.024714259587471768,0.5783711038214152,-0.6393408443747284,-0.015618949909894007,0.6318007568028731,-0.7658208822515744,-0.0646377309122973,0.6805483712968049,-0.8830583161591893,-0.10132911997979782,0.3724304345051532,-0.513838747071062,0.017516778651689196,0.5028688822032693,-0.7301515062001551,-0.013486110246625231,0.5772636393999233,-0.8747554112613054,-0.060092623344162016,0.6385580183372145,-1.0,-0.09848594423499721,0.2746200387127129,-0.5561845210476846,-0.003827839216921884,0.3936844218920877,-0.7646700853543217,-0.040238516893554704,0.46541328467151555,-0.884616627760181,-0.07538986784860366,0.5300378709262885,-0.9880465116113868,-0.10199179755267244,0.15524202786041402,-0.5789138253211072,-0.032788882904981456,0.2471687969235363,-0.746904243871385,-0.06855988234367198,0.3155122804354701,-0.8402702194245282,-0.08867156025645792,0.38583544243700896,-0.9246487316785615,-0.10377544394735719
Move,0.0,0.0,0.0,0.24079777872750646,0.01971451354038026,-0.05631469250005005,0.4349527587231905,-0.0878816632525272,-0.06712438072401296,0.5692863782167886,-0.26573966302952584,-0.0800707528666216,0.6774393134537624,-0.3880678371176104,-0.09367380570081263,0.49088972333674624,-0.405410043157471,0.016973517019302522,0.6311032036953662,-0.61681447750753,-0.03397787571182114,0.6963492340598095,-0.7476533326909834,-0.09150755097413955,0.7532061414280681,-0.8631377485453382,-0.13274487118548922,0.4135884571706986,-0.5015488413985911,0.00904843958344087,0.5580863949046421,-0.7205723238407095,-0.030730259101099347,0.6411583803941562,-0.8696714653350819,-0.08345640667660506,0.7116690311931244,-0.9982353588298238,-0.12540100505187365,0.31578882018117743,-0.5562508551904066,-0.013164177676977303,0.4475681054394207,-0.7674793469188684,-0.05610423184824534,0.5261013424533777,-0.892606337262015,-0.09033143911486186,0.5976989387071533,-1.0,-0.11557388947532694,0.192805921009337,-0.5904423299322726,-0.043298240530150765,0.2904705900174353,-0.7597553789148475,-0.08234299067300326,0.3646195405327349,-0.852081673136107,-0.09948721470147592,0.4410296703577781,-0.9347038067427371,-0.11148089541863641
Move,0.0,0.0,0.0,0.24433692263916695,0.035594225976978935,-0.06530632195191294,0.45673195809201533,-0.058395313614480734,-0.07440555276482116,0.6017725786221302,-0.24043755590347027,-0.08398500714695145,0.7115448561151538,-0.37622049796036067,-0.09294374161360204,0.5355866977493151,-0.37730507313226586,0.026511409687824363,0.6883847102972118,-0.5917102729684313,-0.017003542536639313,0.7552300128745453,-0.7242974185834938,-0.07335630603417732,0.8155773066042972,-0.8410597192609067,-0.11472864611356823,0.45350630393369035,-0.48459979814142096,0.02436897099503092,0.6120028020318559,-0.7042359678302245,-0.007515082815209257,0.7014835712380872,-0.856848709419344,-0.06234595807056291,0.7757468576029357,-0.9881102489801803,-0.10765603571976537,0.35251423664409476,-0.5510851493587609,0.006491685173107955,0.49248236289374864,-0.7624171735460632,-0.029051984448707064,0.5743565598296324,-0.8896428174966219,-0.06733919462789165,0.6476738414504215,-1.0,-0.09752468409666672,0.2287940672462126,-0.5986546163985214,-0.020733779344058317,0.33418325747686983,-0.7627396113648166,-0.05337706767390187,0.408142990390664,-0.857429914114406,-0.07161466172889877,0.4834344540184786,-0.94614395247264,-0.08633007398868131
