gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
flat,0.0,0.0,0.0,0.18111169428584856,-0.06056513186396995,-0.03172740388835931,0.3375207385756661,-0.19160173088368349,-0.06150605600040627,0.4595365261557819,-0.3010767274971891,-0.09203997411122027,0.5554002836361827,-0.4126537201874953,-0.13041261472182397,0.3052693655151006,-0.4141210694450533,-0.09452050102802545,0.3811177564069907,-0.6664543936950781,-0.16334352046196157,0.412297891448144,-0.8151033305333047,-0.2124425549852478,0.4306585161744106,-0.9278858362390048,-0.24505306429425683,0.19748959072586297,-0.45103938720051245,-0.11847783840619558,0.2674996850461491,-0.7114367148121512,-0.18355258613704686,0.30291975054865156,-0.878624881867623,-0.22951480618849,0.3247908765669201,-1.0,-0.2657698696393495,0.08123972944378163,-0.4499561039241078,-0.14481420043054122,0.14233643232125529,-0.6949479427688373,-0.20288718590080188,0.18198813482947274,-0.8595254484686135,-0.23400267641723535,0.2119241527938875,-0.98386942625479,-0.2574224818606647,-0.03683686417333796,-0.4198860084269408,-0.1722823970028165,0.003125497360509013,-0.6204571115789673,-0.2280357078687836,0.04235290075458598,-0.7467634789387694,-0.25157275710466015,0.07957067149740711,-0.854098763998662,-0.2669531433585339
flat,0.0,0.0,0.0,0.20660412081514923,-0.00956914145346348,-0.0651017369389313,0.3779775063424233,-0.13714307874492077,-0.08289767018046115,0.4790391274628368,-0.30128567378344523,-0.09768429325299423,0.5195584034859003,-0.45017815383470516,-0.11562480671196312,0.3194225674101374,-0.4665085289718121,-0.03174174192535206,0.38002290836288005,-0.6859323541233918,-0.0866195148958596,0.4025168279690952,-0.8136767852547984,-0.1422528198106415,0.42094492367693026,-0.931985185902046,-0.1841183704821619,0.2281705434508617,-0.5084196181811417,-0.03829454481525759,0.29041581805512295,-0.7399472831649386,-0.08652405974456116,0.32087298785388607,-0.8793148173995252,-0.14075273386497628,0.3503275455682345,-1.0,-0.1854725169325273,0.13152473025376507,-0.5070537459121219,-0.05641924861278078,0.18459731398833829,-0.7319740758526395,-0.10858079956170302,0.2157636228683248,-0.8679196799327528,-0.1505052195201731,0.24748377469867922,-0.9839957642063206,-0.18099015352455808,0.02790059195950352,-0.47984495541743305,-0.08141506924277997,0.0661682924430527,-0.6657803665512747,-0.12766900208672377,0.0962785352273289,-0.7780657578669543,-0.15363861155975284,0.1311237378258926,-0.878738352571828,-0.1736527825500513
flat,0.0,0.0,0.0,0.1913084875569873,-0.023184493711286953,-0.06441505034917774,0.3441973202432796,-0.16083487842421143,-0.08144128184917238,0.437671627910517,-0.32449866572652253,-0.09516604387519219,0.4964998026181722,-0.46362050515216735,-0.11026988384264234,0.3016589415005932,-0.47103140568037566,-0.02495041298595678,0.36436754606815747,-0.687511871453052,-0.06959478804066493,0.3898637944295077,-0.8104189926641773,-0.11664371888333137,0.4116737079447829,-0.9232733068842838,-0.15274735922008104,0.21553784212705993,-0.5185798403438768,-0.02762706885688117,0.28195042654195684,-0.7464269737404323,-0.06525584222742585,0.31233018848667127,-0.8813105530600757,-0.10966415862790095,0.33811031378001943,-1.0,-0.1469879313402179,0.12167153864756947,-0.5261921014746723,-0.04170300911488569,0.18515418790265634,-0.7452765888545176,-0.08371947639880449,0.217184622416002,-0.87485680735499,-0.11695880973605893,0.24715707891501926,-0.9880524312562861,-0.14152840361040644,0.01916826653777743,-0.5070962313391137,-0.06296010538947236,0.06726525315214109,-0.6840896061601122,-0.10176826923853217,0.10202382974718865,-0.7905088576176411,-0.12267287093376701,0.1379261311051272,-0.8884694068546332,-0.13854837697337416
flat,0.0,0.0,0.0,0.19207465309579083,-0.039551330227767204,-0.06055386027960069,0.34262634931892494,-0.15880233084629583,-0.07665229898391307,0.44091664588898993,-0.3121538560581837,-0.09124042881872431,0.49176599344622873,-0.4586788029639578,-0.10669817556060084,0.30618971435644393,-0.4626780759527528,-0.005435640069231602,0.37152922396533394,-0.674152795418549,-0.04698980722236563,0.40116720155105207,-0.7980724599690344,-0.0941885432845756,0.42780634683627417,-0.9120789497177852,-0.13076280442031363,0.22572488601325053,-0.513055968836686,-0.01027353364874276,0.29212441281574214,-0.7415697466593586,-0.046075682997882776,0.3285399737009743,-0.8807957713841419,-0.09249075182119522,0.3601967056148811,-1.0,-0.13044604859044137,0.1332810897769918,-0.5251585357482151,-0.027408652173532458,0.1965693892003268,-0.7452083594906795,-0.06898363567439729,0.23589646279171592,-0.875534899205445,-0.10391486349104108,0.272963986269305,-0.9858611614893201,-0.12870384706606533,0.02847632465247335,-0.5109720360332931,-0.05164069823790852,0.07833181161304366,-0.6851872534021741,-0.09060776190047289,0.11581637062775141,-0.7897255248156596,-0.11131994522467115,0.15596720055514632,-0.8843123857598281,-0.12592780421935407
flat,0.0,0.0,0.0,0.19092794145512382,-0.03920546547081082,-0.06395238884132136,0.34553090027963274,-0.14671262854780456,-0.07949419231282982,0.4470920993701086,-0.30216431868945837,-0.09291847395059058,0.49842464342518533,-0.4524577679909507,-0.10692418364249213,0.3041286920709475,-0.46248715239697513,0.0005041815800541191,0.3657888428257262,-0.6739879462209386,-0.03876017497323107,0.3936924549400828,-0.7999329448428717,-0.08527447537818178,0.42052555309289896,-0.9156617663946899,-0.1219804058120001,0.2234900657165661,-0.5116783993752764,-0.002530732617014317,0.2851396297593551,-0.7388153182186188,-0.037352178726489625,0.32020308902312283,-0.8795762408344195,-0.08551621464756227,0.3530530283020493,-1.0,-0.1249841834738225,0.1314138428257262,-0.5227398984824038,-0.018581836034173925,0.19166856270491567,-0.7424558013746217,-0.060841493616394994,0.22981930456427246,-0.8731988234753699,-0.09748025338129104,0.26772933330270965,-0.9837882449456525,-0.12321632593364322,0.02577326062116366,-0.5086619042013815,-0.042127371803892484,0.07592493769989148,-0.6837500610081708,-0.08285714436543179,0.11264243613521133,-0.7891430218136509,-0.10514171329964057,0.15379854814908386,-0.8857173412495621,-0.12058599902315441
flat,0.0,0.0,0.0,0.2007034393828231,-0.0446435892305298,-0.05492873220932023,0.3589182507392339,-0.14986638208941952,-0.06490112488145611,0.4609548455946108,-0.29568251850863736,-0.07472405891733952,0.5053770870850841,-0.4409515551701905,-0.08602308179468228,0.3140030680984459,-0.4562372662798195,0.01770056979828332,0.375752417794971,-0.6685468329664955,-0.016892327720558806,0.4009706752039841,-0.7932022499388603,-0.06384883937043986,0.4268463060539363,-0.9117922586095734,-0.10164790115482814,0.23476893661486473,-0.5051781498032415,0.011673252883723192,0.29406265145957,-0.732207296738478,-0.01891063070639664,0.32698548211387535,-0.8751646768491963,-0.06915138611447597,0.35764245536806066,-1.0,-0.11124349020749716,0.1436208008181596,-0.5168289201627426,-0.006917228924453957,0.19971951355076814,-0.7344989439516219,-0.04382389995426787,0.23547104204184174,-0.8637999066230908,-0.08114029204835622,0.27066853420485115,-0.9759169390159852,-0.10883477725256263,0.03800689210520465,-0.5053823339780786,-0.03257485595595755,0.08519406834300451,-0.6780068031748149,-0.06739127028264333,0.1178300095600169,-0.7807383890259899,-0.0864113407599772,0.15512154561017363,-0.876217790524467,-0.10085560919635862
flat,0.0,0.0,0.0,0.19751090126908022,-0.042001951121966044,-0.055397619406958615,0.354833804508783,-0.15332422006088792,-0.061629773049570014,0.44917682720905705,-0.2995695512224472,-0.0672694524458036,0.49056982830800355,-0.43749380634892887,-0.07361421087524082,0.2999438294571197,-0.4596223588011538,0.025995057827192154,0.35879703208218183,-0.6665279761568145,-0.0020493165762118866,0.3857041137543462,-0.7944028717622162,-0.04454712109172035,0.4119680307442646,-0.9139410908661574,-0.0803071987492465,0.22011455883387931,-0.510447791886942,0.02050366180571882,0.27960959655598433,-0.7341427020752344,-0.005564564133287434,0.3166147892066755,-0.877853666561659,-0.05480732235635088,0.34767301316094346,-1.0,-0.09582935256381758,0.12960978269791273,-0.5232805937112038,0.00189003749849919,0.18783054596136722,-0.7406515534784874,-0.03405035614979751,0.22664308809813827,-0.8694138142484378,-0.07412975753774265,0.26367567020401333,-0.979378399416968,-0.10308261656253268,0.025092153550426825,-0.5121517882832343,-0.02387723994600082,0.07454554334562993,-0.6871952258318196,-0.06077478882465525,0.11031041027985641,-0.7917996325735611,-0.08396721441707854,0.15113496938497112,-0.8889666942452185,-0.10105939783885291
flat,0.0,0.0,0.0,0.20417304417070586,-0.03685294325227398,-0.04937339956670933,0.36676615810601854,-0.14955796500648386,-0.0551986847543131,0.4702359777488973,-0.2951641350322267,-0.06032579922216371,0.5124183994348112,-0.43459336416397604,-0.06773115410664861,0.31460684870861333,-0.45459401290495516,0.010428234372772047,0.3767313720443967,-0.6677294849923399,-0.022742664524911877,0.4036530533243698,-0.7948123178089379,-0.06665919986534405,0.43049096859879793,-0.9132211807513562,-0.10266537685079444,0.2342967255690207,-0.5066492385848321,0.0033991515536119818,0.29829787476732655,-0.7350528474382216,-0.027576103675948756,0.3336746649538004,-0.8772965252435095,-0.07594696737297389,0.36353644391562945,-1.0,-0.11627139333523143,0.14324557269926863,-0.5193027175118003,-0.014421932108822245,0.20495527608206074,-0.7397585364688672,-0.051132597074118165,0.24453578305531337,-0.8704264652100174,-0.08807595637253687,0.2820496757364458,-0.9831812118909231,-0.11579441722387039,0.040021971645028895,-0.5073159803438613,-0.038341355371408356,0.08738674657824778,-0.6828285748301333,-0.07281090513625757,0.12390150686132698,-0.7862163216101323,-0.09232645736454026,0.1657068032967448,-0.8817143800210592,-0.10758386718063288
flat,0.0,0.0,0.0,0.20861738584701386,-0.03378149109866947,-0.05039650024439743,0.3700862779182015,-0.14766848690321116,-0.05695180277964475,0.47616942290162384,-0.29158435344220246,-0.06378193578199984,0.5235387066256035,-0.4324079026446628,-0.07263753237135677,0.32739240331610864,-0.45571764191662567,0.01708171017129873,0.39127573276742095,-0.6692992520639413,-0.016239904367103805,0.41997537073301183,-0.7935366865368634,-0.062120237563128615,0.45033124782534933,-0.9111293949510721,-0.10024033651153225,0.24735600217968293,-0.5086779345922584,0.009734467896835165,0.3129681789295399,-0.7361566409878162,-0.02203685644589014,0.350125590570427,-0.8770162246913793,-0.07223775496752306,0.38352759613753284,-1.0,-0.11467144654310601,0.15451540155913468,-0.5214862677099239,-0.009230715108781902,0.2172772582579215,-0.7413027451640082,-0.04737281470391946,0.2575487337422396,-0.8709858823833884,-0.08481060576563784,0.2969379480499314,-0.9835342998128003,-0.11304392942986315,0.049845150493016674,-0.5101252455018878,-0.03462980254402764,0.09963198080843808,-0.6856885698921948,-0.07040642613194247,0.13898489103023087,-0.7921938846665919,-0.09092587851715686,0.18377972981133378,-0.8904916004566407,-0.10723638772329792
flat,0.0,0.0,0.0,0.20379746641921342,-0.029637371661065334,-0.05461965542979972,0.3670359309897221,-0.14463981282909566,-0.0630064604152323,0.47145982747520454,-0.29432617512181336,-0.07023015832480287,0.5301673780632297,-0.4288854793174298,-0.07892435196010361,0.3247148275979599,-0.4545178785319034,0.008537500995472349,0.389425070530376,-0.6686194212295915,-0.02616003268176486,0.41850649079105445,-0.7940501329310194,-0.07113088143033912,0.44824719279166114,-0.9115130772233762,-0.10777461105485969,0.24375285361256446,-0.5092183882679326,0.0031852462717065415,0.31073024872934707,-0.7369811191458169,-0.02742046441462904,0.3477520075448235,-0.8773690099091908,-0.07470484990082617,0.38062697324751427,-1.0,-0.11445239045438721,0.1515213076782716,-0.5237037011057066,-0.013950346588814498,0.21540077108354855,-0.7440192732216951,-0.050921914254404066,0.2553591259890013,-0.8727637502420259,-0.08621163647385342,0.29390889681417903,-0.9849719555702922,-0.11261897389021902,0.04703688785204822,-0.5118846527646441,-0.037838176525331536,0.09713807334511605,-0.6870622231203298,-0.07251372847706539,0.1351485299438104,-0.7906655921750245,-0.09132807892987081,0.17737718460707086,-0.8864570436713225,-0.10586042550792339
